opportunity_id,sales_rep,product,product_series,sales_price,account_name,account_sector,account_region,account_size,account_revenue,deal_stage,deal_engage_date,deal_close_date,revenue_from_deal
U1SBKB0U,Markita Hansen,GTX Basic,GTX,550,Singletechno,retail,United States,5374,2214.94,Won,19-07-2017,23-07-2017,535
8S7IAR2D,Marty Freudenburg,GTX Basic,GTX,550,Rangreen,technolgy,Panama,8775,2938.67,Won,19-07-2017,25-09-2017,571
RWQKOD1W,Maureen Marcano,MG Advanced,MG,3393,Cheers,entertainment,United States,6472,4269.9,Won,19-07-2017,29-09-2017,3535
6TOOTFQV,Moses Frase,MG Advanced,MG,3393,Bioholding,medical,Philipines,1356,587.34,Won,19-07-2017,27-07-2017,3985
I776MNA8,Rosie Papadopoulos,MG Advanced,MG,3393,Massive Dynamic,entertainment,United States,1095,665.06,Won,19-07-2017,21-07-2017,3568
VG17J29L,Versie Hillebrand,MG Special,MG,55,Bioholding,medical,Philipines,1356,587.34,Lost,19-07-2017,29-07-2017,0
F7R8ICT8,Versie Hillebrand,MG Special,MG,55,Funholding,finance,United States,7227,2819.5,Won,19-07-2017,27-07-2017,65
KULR6FMD,Versie Hillebrand,MG Special,MG,55,Funholding,finance,United States,7227,2819.5,Won,19-07-2017,25-07-2017,47
KOG75BRP,Anna Snelling,GTX Plus Basic,GTX,1096,Ron-tech,medical,United States,6837,3922.42,Lost,20-07-2017,11-11-2017,0
SV3T5L5N,Anna Snelling,GTX Plus Basic,GTX,1096,Ron-tech,medical,United States,6837,3922.42,Won,20-07-2017,21-07-2017,1160
THRXY3SV,Anna Snelling,GTX Plus Pro,GTX,5482,Stanredtax,finance,United States,3798,1698.2,Won,20-07-2017,23-08-2017,5847
9BFHDZOK,Boris Faz,MG Advanced,MG,3393,Kan-code,software,United States,34288,11698.03,Lost,20-07-2017,30-07-2017,0
IHOU09D6,Boris Faz,GTX Plus Basic,GTX,1096,Yearin,retail,United States,3851,2261.05,Won,20-07-2017,20-09-2017,1029
BJWS06GX,Corliss Cosme,GTX Plus Pro,GTX,5482,Ontomedia,employment,United States,2769,882.12,Lost,20-07-2017,21-07-2017,0
4IVW7F68,Corliss Cosme,GTX Pro,GTX,4821,Donquadtech,technolgy,United States,3194,1712.68,Lost,20-07-2017,31-07-2017,0
ROSYV895,Daniell Hammack,MG Advanced,MG,3393,Konex,technolgy,United States,13756,7708.38,Lost,20-07-2017,09-11-2017,0
3V7Q3G52,Darcel Schlecht,GTX Pro,GTX,4821,Funholding,finance,United States,7227,2819.5,Lost,20-07-2017,28-07-2017,0
4U3OSLNM,Darcel Schlecht,GTX Pro,GTX,4821,Gogozoom,telecommunications,United States,187,86.68,Lost,20-07-2017,28-07-2017,0
LX4D50OF,Darcel Schlecht,GTX Pro,GTX,4821,Rangreen,technolgy,Panama,8775,2938.67,Lost,20-07-2017,04-08-2017,0
CWBHL1S7,Darcel Schlecht,GTX Pro,GTX,4821,Stanredtax,finance,United States,3798,1698.2,Lost,20-07-2017,28-07-2017,0
FCBBJJIJ,Darcel Schlecht,MG Advanced,MG,3393,Bioholding,medical,Philipines,1356,587.34,Lost,20-07-2017,23-07-2017,0
1D1L6FJX,Darcel Schlecht,GTX Pro,GTX,4821,Treequote,telecommunications,United States,8595,5266.09,Won,20-07-2017,17-08-2017,5058
L2P99XIG,Donn Cantrell,GTX Plus Basic,GTX,1096,Gekko & Co,retail,United States,3502,2520.83,Lost,20-07-2017,21-09-2017,0
DEN2BPRR,Donn Cantrell,GTX Pro,GTX,4821,Silis,medical,United States,6290,2818.38,Lost,20-07-2017,27-09-2017,0
1QGOH13Z,Donn Cantrell,GTX Pro,GTX,4821,Zathunicon,retail,United States,144,71.12,Lost,20-07-2017,28-07-2017,0
PCTOIQZA,Gladys Colclough,MG Advanced,MG,3393,Rangreen,technolgy,Panama,8775,2938.67,Won,20-07-2017,14-11-2017,3552
8AK1G9IT,Hayden Neloms,GTX Plus Pro,GTX,5482,Kan-code,software,United States,34288,11698.03,Won,20-07-2017,08-11-2017,5526
AEMGFUYH,Kary Hendrixson,GTX Pro,GTX,4821,Plexzap,retail,United States,4874,2437.85,Won,20-07-2017,26-07-2017,4428
6GLF0PU0,Maureen Marcano,GTX Basic,GTX,550,Singletechno,retail,United States,5374,2214.94,Won,20-07-2017,27-07-2017,523
908W84Y6,Reed Clapper,GTX Plus Basic,GTX,1096,Mathtouch,marketing,Jordan,9516,3027.46,Lost,20-07-2017,22-07-2017,0
48CVYAIE,Reed Clapper,GTX Plus Pro,GTX,5482,Plussunin,retail,United States,4018,1419.98,Lost,20-07-2017,30-07-2017,0
ULY6LFT1,Rosie Papadopoulos,GTX Pro,GTX,4821,Mathtouch,marketing,Jordan,9516,3027.46,Won,20-07-2017,31-07-2017,5392
IYDR200I,Vicki Laflamme,GTX Basic,GTX,550,Finjob,employment,United States,3644,2059.9,Lost,20-07-2017,27-07-2017,0
2QHB4SYK,Violet Mclelland,MG Special,MG,55,Zencorporation,technolgy,China,142,40.79,Won,20-07-2017,28-07-2017,55
JNDSA5B4,Anna Snelling,GTX Basic,GTX,550,Treequote,telecommunications,United States,8595,5266.09,Lost,21-07-2017,06-11-2017,0
L3DT2WVO,Boris Faz,GTX Pro,GTX,4821,Gekko & Co,retail,United States,3502,2520.83,Won,21-07-2017,20-11-2017,4197
OCMCRBJR,Boris Faz,MG Advanced,MG,3393,Mathtouch,marketing,Jordan,9516,3027.46,Won,21-07-2017,18-09-2017,3830
II0SKLFO,Cassey Cress,GTX Basic,GTX,550,Donware,marketing,United States,2570,1197.44,Won,21-07-2017,30-07-2017,494
LIYJSU0E,Daniell Hammack,GTX Plus Pro,GTX,5482,Konex,technolgy,United States,13756,7708.38,Won,21-07-2017,22-07-2017,5118
SEDTNUD7,Darcel Schlecht,GTX Plus Basic,GTX,1096,Toughzap,retail,United States,799,332.43,Won,21-07-2017,28-07-2017,1000
9UO306XU,Darcel Schlecht,GTX Pro,GTX,4821,Conecom,technolgy,United States,1806,1520.66,Won,21-07-2017,26-07-2017,5347
GN16L9RW,Donn Cantrell,GTX Basic,GTX,550,Ganjaflex,retail,Japan,17479,5158.71,Lost,21-07-2017,22-07-2017,0
GVRA1VJJ,Donn Cantrell,GTX Basic,GTX,550,Sumace,retail,Romania,493,167.89,Lost,21-07-2017,29-07-2017,0
TBXMDI2Q,Donn Cantrell,GTX Plus Pro,GTX,5482,Plussunin,retail,United States,4018,1419.98,Won,21-07-2017,23-08-2017,5340
L6CE1E4L,Gladys Colclough,GTX Basic,GTX,550,Streethex,retail,Belgium,1165,1376.8,Lost,21-07-2017,17-11-2017,0
RNCYPVJO,Gladys Colclough,MG Advanced,MG,3393,Stanredtax,finance,United States,3798,1698.2,Won,21-07-2017,31-07-2017,2970
9UTOQBAH,James Ascencio,GTX Pro,GTX,4821,Rantouch,telecommunications,United States,3015,1188.42,Lost,21-07-2017,28-07-2017,0
PAUXUGK3,Kary Hendrixson,GTX Plus Basic,GTX,1096,Sonron,telecommunications,United States,5108,1699.85,Won,21-07-2017,30-07-2017,997
HWY9HTK2,Lajuana Vencill,GTX Plus Basic,GTX,1096,Funholding,finance,United States,7227,2819.5,Lost,21-07-2017,29-07-2017,0
983QHALZ,Lajuana Vencill,MG Advanced,MG,3393,Stanredtax,finance,United States,3798,1698.2,Lost,21-07-2017,30-07-2017,0
P5B6BZWO,Moses Frase,GTX Basic,GTX,550,Finhigh,finance,United States,1759,1102.43,Won,21-07-2017,30-07-2017,526
F7ZPP0C4,Niesha Huffines,GTX Plus Pro,GTX,5482,Codehow,software,United States,2641,2714.9,Lost,21-07-2017,28-07-2017,0
N0UCNVKJ,Niesha Huffines,GTX Basic,GTX,550,Dontechi,software,United States,10083,4618,Won,21-07-2017,30-07-2017,418
5OAWTEIU,Niesha Huffines,MG Special,MG,55,Streethex,retail,Belgium,1165,1376.8,Won,21-07-2017,28-07-2017,54
55NG8O95,Rosalina Dieter,GTX Basic,GTX,550,Groovestreet,retail,United States,299,223.8,Won,21-07-2017,07-09-2017,622
DL3Q5HAD,Rosie Papadopoulos,GTX Plus Pro,GTX,5482,Umbrella Corporation,finance,United States,5113,2022.14,Won,21-07-2017,23-08-2017,4930
0T9EBKZL,Versie Hillebrand,MG Special,MG,55,Scottech,marketing,United States,100,45.39,Won,21-07-2017,28-07-2017,51
6KOHYTT4,Versie Hillebrand,MG Advanced,MG,3393,Betatech,medical,Kenya,1185,647.18,Won,21-07-2017,30-07-2017,3167
3L8ECZK8,Versie Hillebrand,MG Advanced,MG,3393,Globex Corporation,technolgy,Norway,2497,1223.72,Won,21-07-2017,27-09-2017,3038
JAH8NGC2,Vicki Laflamme,MG Advanced,MG,3393,Xx-holding,finance,United States,20293,7537.24,Won,21-07-2017,24-09-2017,2851
93818DZF,Zane Levy,GTX Basic,GTX,550,Dalttechnology,software,United States,96,98.79,Lost,21-07-2017,18-11-2017,0
7B3DXNZL,Zane Levy,GTX Pro,GTX,4821,Doncon,technolgy,United States,1501,587.72,Won,21-07-2017,22-07-2017,5283
DZAFN4I1,Zane Levy,MG Special,MG,55,Doncon,technolgy,United States,1501,587.72,Won,21-07-2017,23-07-2017,49
RZYCBSQN,Anna Snelling,GTX Plus Basic,GTX,1096,Condax,medical,United States,9,4.54,Lost,22-07-2017,29-07-2017,0
84BIAFGY,Anna Snelling,MG Advanced,MG,3393,Statholdings,employment,United States,586,291.27,Lost,22-07-2017,03-11-2017,0
YQACOZV4,Cassey Cress,GTX Plus Basic,GTX,1096,Xx-zobam,entertainment,United States,8274,3838.39,Lost,22-07-2017,12-09-2017,0
DNIX6FCG,Cassey Cress,MG Special,MG,55,Gekko & Co,retail,United States,3502,2520.83,Lost,22-07-2017,27-07-2017,0
6U7RD3TG,Cassey Cress,MG Advanced,MG,3393,Initech,telecommunications,United States,20275,6395.05,Won,22-07-2017,23-07-2017,3684
610D6711,Cassey Cress,MG Advanced,MG,3393,Silis,medical,United States,6290,2818.38,Won,22-07-2017,23-11-2017,2986
3Z5NBGAT,Cecily Lampkin,MG Special,MG,55,Stanredtax,finance,United States,3798,1698.2,Won,22-07-2017,23-07-2017,50
WNRDPS5I,Corliss Cosme,GTX Pro,GTX,4821,Donware,marketing,United States,2570,1197.44,Lost,22-07-2017,02-08-2017,0
ZUSDWKSM,Corliss Cosme,GTX Pro,GTX,4821,Ganjaflex,retail,Japan,17479,5158.71,Lost,22-07-2017,29-07-2017,0
NK1TQTYO,Darcel Schlecht,GTX Pro,GTX,4821,Streethex,retail,Belgium,1165,1376.8,Lost,22-07-2017,24-07-2017,0
676KO0LG,Darcel Schlecht,GTX Plus Basic,GTX,1096,Gogozoom,telecommunications,United States,187,86.68,Won,22-07-2017,29-07-2017,927
D6PFP040,Darcel Schlecht,GTX Pro,GTX,4821,dambase,marketing,United States,2928,2173.98,Won,22-07-2017,05-09-2017,5113
MHMD41XY,Elease Gluck,MG Special,MG,55,Blackzim,retail,United States,1588,497.11,Won,22-07-2017,23-07-2017,51
LRLER1XS,Hayden Neloms,MG Special,MG,55,Finjob,employment,United States,3644,2059.9,Won,22-07-2017,14-09-2017,64
4RWE00T8,Jonathan Berthelot,GTX Basic,GTX,550,Rundofase,technolgy,United States,1238,1008.06,Lost,22-07-2017,05-11-2017,0
P3XN6SXX,Jonathan Berthelot,GTX Plus Basic,GTX,1096,Domzoom,entertainment,United States,551,217.87,Lost,22-07-2017,24-07-2017,0
L65X2CDL,Jonathan Berthelot,GTX Pro,GTX,4821,Hottechi,technolgy,Korea,16499,8170.38,Lost,22-07-2017,12-11-2017,0
12HRYJQH,Kary Hendrixson,GTX Basic,GTX,550,Konex,technolgy,United States,13756,7708.38,Won,22-07-2017,23-07-2017,442
5ZA8MURX,Markita Hansen,GTX Pro,GTX,4821,Fasehatice,retail,United States,7523,4968.91,Lost,22-07-2017,30-07-2017,0
Y7AC2LSL,Markita Hansen,MG Advanced,MG,3393,Blackzim,retail,United States,1588,497.11,Won,22-07-2017,30-09-2017,3015
ME2X1TEG,Marty Freudenburg,MG Advanced,MG,3393,Cancity,retail,United States,2448,718.62,Lost,22-07-2017,24-07-2017,0
30KP0JMN,Maureen Marcano,GTX Plus Pro,GTX,5482,Xx-holding,finance,United States,20293,7537.24,Lost,22-07-2017,23-07-2017,0
BG156UAV,Moses Frase,MG Advanced,MG,3393,Condax,medical,United States,9,4.54,Lost,22-07-2017,23-07-2017,0
S7T5AHQH,Moses Frase,GTX Plus Basic,GTX,1096,Stanredtax,finance,United States,3798,1698.2,Won,22-07-2017,23-07-2017,1174
48UPZJ45,Niesha Huffines,MG Advanced,MG,3393,Rangreen,technolgy,Panama,8775,2938.67,Won,22-07-2017,28-09-2017,3696
T0SO96YG,Reed Clapper,GTX Basic,GTX,550,Mathtouch,marketing,Jordan,9516,3027.46,Lost,22-07-2017,30-07-2017,0
YCQABCDI,Reed Clapper,MG Advanced,MG,3393,Betasoloin,medical,United States,495,251.41,Won,22-07-2017,03-11-2017,3252
8JZ4R9BW,Versie Hillebrand,MG Special,MG,55,Genco Pura Olive Oil Company,retail,Italy,1635,894.33,Lost,22-07-2017,04-11-2017,0
PTFOEUO4,Versie Hillebrand,MG Special,MG,55,Globex Corporation,technolgy,Norway,2497,1223.72,Lost,22-07-2017,23-07-2017,0
ZCCBTBIQ,Vicki Laflamme,GTX Pro,GTX,4821,Doncon,technolgy,United States,1501,587.72,Lost,22-07-2017,23-07-2017,0
1TJ6WP5R,Vicki Laflamme,MG Special,MG,55,Hottechi,technolgy,Korea,16499,8170.38,Won,22-07-2017,23-09-2017,65
WHF75273,Cassey Cress,GTX Plus Basic,GTX,1096,Yearin,retail,United States,3851,2261.05,Won,23-07-2017,05-09-2017,904
AH58AQ3B,Cecily Lampkin,GTX Basic,GTX,550,Toughzap,retail,United States,799,332.43,Won,23-07-2017,24-07-2017,541
292W4P09,Corliss Cosme,GTX Basic,GTX,550,Kinnamplus,retail,United States,1831,702.72,Won,23-07-2017,25-07-2017,630
MG0LTCCE,Daniell Hammack,GTX Plus Basic,GTX,1096,Xx-zobam,entertainment,United States,8274,3838.39,Won,23-07-2017,30-07-2017,1231
ANNUH4KM,Darcel Schlecht,GTX Basic,GTX,550,Domzoom,entertainment,United States,551,217.87,Won,23-07-2017,20-11-2017,556
L3V8UK9H,Darcel Schlecht,GTX Plus Basic,GTX,1096,Stanredtax,finance,United States,3798,1698.2,Won,23-07-2017,31-07-2017,1070
2CRE26AC,Elease Gluck,MG Special,MG,55,Newex,services,Germany,3492,1012.72,Won,23-07-2017,25-07-2017,57
3J1LNCA4,Hayden Neloms,GTX Plus Basic,GTX,1096,Hatfan,services,United States,1299,792.46,Lost,23-07-2017,31-07-2017,0
4PDYHVX1,James Ascencio,GTX Plus Pro,GTX,5482,J-Texon,retail,United States,3583,1388.67,Won,23-07-2017,25-07-2017,4824
BICJY3FZ,Jonathan Berthelot,GTX Plus Pro,GTX,5482,Streethex,retail,Belgium,1165,1376.8,Won,23-07-2017,19-11-2017,6049
4P12PLQA,Kami Bicknell,MG Special,MG,55,Doncon,technolgy,United States,1501,587.72,Won,23-07-2017,28-07-2017,58
4942W0E7,Kami Bicknell,MG Advanced,MG,3393,Konex,technolgy,United States,13756,7708.38,Won,23-07-2017,20-08-2017,3335
TGTJ0NBT,Kary Hendrixson,GTX Plus Basic,GTX,1096,Doncon,technolgy,United States,1501,587.72,Lost,23-07-2017,30-07-2017,0
W8W6N0LL,Markita Hansen,GTX Pro,GTX,4821,Kan-code,software,United States,34288,11698.03,Lost,23-07-2017,07-11-2017,0
SEF4LOIS,Marty Freudenburg,GTX Plus Basic,GTX,1096,Dontechi,software,United States,10083,4618,Lost,23-07-2017,25-07-2017,0
BNIU5YZ2,Marty Freudenburg,GTX Plus Basic,GTX,1096,Toughzap,retail,United States,799,332.43,Won,23-07-2017,07-08-2017,1006
CPK36NED,Marty Freudenburg,MG Advanced,MG,3393,Streethex,retail,Belgium,1165,1376.8,Won,23-07-2017,02-08-2017,3367
VYWQ3U5S,Maureen Marcano,GTX Basic,GTX,550,Finjob,employment,United States,3644,2059.9,Lost,23-07-2017,10-11-2017,0
HDWQM6JT,Maureen Marcano,GTX Plus Basic,GTX,1096,Sonron,telecommunications,United States,5108,1699.85,Lost,23-07-2017,28-07-2017,0
T0MUE2H7,Moses Frase,MG Special,MG,55,Statholdings,employment,United States,586,291.27,Lost,23-07-2017,06-08-2017,0
ZDRRL61D,Niesha Huffines,GTX Plus Basic,GTX,1096,Cancity,retail,United States,2448,718.62,Lost,23-07-2017,25-07-2017,0
YRWX35AS,Reed Clapper,GTX Pro,GTX,4821,Ontomedia,employment,United States,2769,882.12,Lost,23-07-2017,31-07-2017,0
YT5I3AUS,Reed Clapper,GTX Basic,GTX,550,Xx-zobam,entertainment,United States,8274,3838.39,Won,23-07-2017,31-07-2017,494
IS8Z2CQA,Reed Clapper,GTX Pro,GTX,4821,Ontomedia,employment,United States,2769,882.12,Won,23-07-2017,30-07-2017,4434
LPR6G7AE,Versie Hillebrand,MG Special,MG,55,Treequote,telecommunications,United States,8595,5266.09,Lost,23-07-2017,28-07-2017,0
CJAQVPDP,Versie Hillebrand,MG Advanced,MG,3393,Zumgoity,medical,United States,1210,441.08,Lost,23-07-2017,05-09-2017,0
757V8R2Z,Violet Mclelland,MG Special,MG,55,Initech,telecommunications,United States,20275,6395.05,Won,23-07-2017,01-09-2017,54
7KUYF1U3,Violet Mclelland,MG Special,MG,55,Kan-code,software,United States,34288,11698.03,Won,23-07-2017,06-08-2017,48
7QE84GCH,Violet Mclelland,MG Advanced,MG,3393,Donware,marketing,United States,2570,1197.44,Won,23-07-2017,12-09-2017,2855
1WA46LC9,Wilburn Farren,GTX Basic,GTX,550,Kinnamplus,retail,United States,1831,702.72,Won,23-07-2017,30-07-2017,538
L9CJZZ59,Zane Levy,GTX Plus Pro,GTX,5482,J-Texon,retail,United States,3583,1388.67,Lost,23-07-2017,29-09-2017,0
JWUWBI4D,Anna Snelling,GTX Plus Pro,GTX,5482,Funholding,finance,United States,7227,2819.5,Lost,24-07-2017,03-09-2017,0
GHB3UIDV,Corliss Cosme,GTX Basic,GTX,550,Zotware,software,United States,13809,4478.47,Won,24-07-2017,26-07-2017,458
23R03LTJ,Darcel Schlecht,GTX Plus Basic,GTX,1096,Warephase,services,United States,5276,2041.73,Won,24-07-2017,07-08-2017,996
AHUTOSMS,Darcel Schlecht,GTX Pro,GTX,4821,Genco Pura Olive Oil Company,retail,Italy,1635,894.33,Won,24-07-2017,31-07-2017,4772
2T3QDLXY,Donn Cantrell,GTX Pro,GTX,4821,Initech,telecommunications,United States,20275,6395.05,Won,24-07-2017,26-07-2017,4490
J5DVK5F3,Donn Cantrell,MG Advanced,MG,3393,Gekko & Co,retail,United States,3502,2520.83,Won,24-07-2017,02-11-2017,3260
M3PCMYJ0,Elease Gluck,GTX Basic,GTX,550,Doncon,technolgy,United States,1501,587.72,Won,24-07-2017,06-08-2017,584
H5RRJOD9,Elease Gluck,MG Advanced,MG,3393,Kan-code,software,United States,34288,11698.03,Won,24-07-2017,30-07-2017,3371
BUQ655AB,Gladys Colclough,GTX Pro,GTX,4821,Condax,medical,United States,9,4.54,Won,24-07-2017,27-09-2017,4868
QDNA6HW3,Gladys Colclough,MG Advanced,MG,3393,Rangreen,technolgy,Panama,8775,2938.67,Won,24-07-2017,07-08-2017,3271
T0VHKKCN,Jonathan Berthelot,GTX Pro,GTX,4821,Treequote,telecommunications,United States,8595,5266.09,Lost,24-07-2017,25-07-2017,0
7R0TEEHW,Lajuana Vencill,MG Special,MG,55,Condax,medical,United States,9,4.54,Lost,24-07-2017,28-08-2017,0
CA3BRUJO,Marty Freudenburg,GTX Plus Basic,GTX,1096,Konmatfix,marketing,United States,1190,375.43,Won,24-07-2017,25-07-2017,1171
U5K1Y35J,Moses Frase,MG Special,MG,55,Inity,marketing,United States,8801,2403.58,Won,24-07-2017,25-07-2017,58
Y7TVU9AY,Niesha Huffines,GTX Basic,GTX,550,Streethex,retail,Belgium,1165,1376.8,Lost,24-07-2017,06-11-2017,0
ZNZCBGN7,Rosie Papadopoulos,GTX Pro,GTX,4821,Yearin,retail,United States,3851,2261.05,Lost,24-07-2017,26-07-2017,0
IT2UBEW4,Rosie Papadopoulos,MG Special,MG,55,Zotware,software,United States,13809,4478.47,Won,24-07-2017,25-07-2017,59
X19CKKZ1,Versie Hillebrand,MG Special,MG,55,Hottechi,technolgy,Korea,16499,8170.38,Won,24-07-2017,31-07-2017,50
DZOLKFK6,Vicki Laflamme,GTX Plus Pro,GTX,5482,Hatfan,services,United States,1299,792.46,Lost,24-07-2017,21-11-2017,0
H5E0GSHQ,Violet Mclelland,MG Special,MG,55,Kinnamplus,retail,United States,1831,702.72,Lost,24-07-2017,30-07-2017,0
CBPVAIQ7,Boris Faz,GTX Basic,GTX,550,Opentech,finance,United States,853,355.23,Lost,25-07-2017,03-08-2017,0
JND57DH5,Boris Faz,MG Special,MG,55,Iselectrics,technolgy,United States,1428,527.11,Won,25-07-2017,01-08-2017,48
8PUH80YZ,Cassey Cress,GTX Basic,GTX,550,Bubba Gump,software,United States,2253,987.39,Won,25-07-2017,21-08-2017,511
22WVAXR2,Cassey Cress,GTX Plus Basic,GTX,1096,Massive Dynamic,entertainment,United States,1095,665.06,Won,25-07-2017,29-07-2017,1311
MA9SBSLE,Cecily Lampkin,MG Special,MG,55,Dontechi,software,United States,10083,4618,Lost,25-07-2017,27-07-2017,0
PKRDEUWE,Corliss Cosme,GTX Basic,GTX,550,Kan-code,software,United States,34288,11698.03,Lost,25-07-2017,02-08-2017,0
LJ5FQGLZ,Daniell Hammack,GTX Plus Pro,GTX,5482,Plussunin,retail,United States,4018,1419.98,Won,25-07-2017,27-07-2017,6100
KMJMLQ4P,Daniell Hammack,MG Special,MG,55,Silis,medical,United States,6290,2818.38,Won,25-07-2017,01-08-2017,61
94E71JAP,Darcel Schlecht,GTX Plus Basic,GTX,1096,Isdom,medical,United States,4540,3178.24,Lost,25-07-2017,13-11-2017,0
VBVO5X8W,Darcel Schlecht,GTX Pro,GTX,4821,dambase,marketing,United States,2928,2173.98,Lost,25-07-2017,08-08-2017,0
6UUZ4IJ5,Darcel Schlecht,GTX Basic,GTX,550,Ron-tech,medical,United States,6837,3922.42,Won,25-07-2017,03-08-2017,528
6EXXL6M4,Darcel Schlecht,GTX Basic,GTX,550,Stanredtax,finance,United States,3798,1698.2,Won,25-07-2017,31-07-2017,581
L9BTE2RA,Darcel Schlecht,GTX Plus Pro,GTX,5482,Toughzap,retail,United States,799,332.43,Won,25-07-2017,29-09-2017,5947
EVU2E5ZZ,Donn Cantrell,MG Advanced,MG,3393,Gekko & Co,retail,United States,3502,2520.83,Lost,25-07-2017,02-08-2017,0
PBTSZ2Q2,Gladys Colclough,GTX Pro,GTX,4821,Isdom,medical,United States,4540,3178.24,Lost,25-07-2017,05-11-2017,0
D28ANNYX,Kami Bicknell,GTX Basic,GTX,550,Green-Plus,services,United States,1922,692.19,Won,25-07-2017,02-12-2017,508
30OFYJUN,Lajuana Vencill,GTX Basic,GTX,550,Dontechi,software,United States,10083,4618,Lost,25-07-2017,31-07-2017,0
10ICDVM2,Lajuana Vencill,GTX Basic,GTX,550,Konmatfix,marketing,United States,1190,375.43,Won,25-07-2017,30-07-2017,537
KUAZF4E7,Markita Hansen,GTX Plus Basic,GTX,1096,Blackzim,retail,United States,1588,497.11,Lost,25-07-2017,27-11-2017,0
IVANA47K,Marty Freudenburg,GTX Plus Basic,GTX,1096,Cancity,retail,United States,2448,718.62,Won,25-07-2017,27-07-2017,1031
4KP2GEFF,Niesha Huffines,GTX Plus Basic,GTX,1096,dambase,marketing,United States,2928,2173.98,Won,25-07-2017,03-11-2017,1077
WOB1ULFR,Versie Hillebrand,MG Advanced,MG,3393,Dontechi,software,United States,10083,4618,Won,25-07-2017,04-11-2017,3306
7IKDD9UG,Violet Mclelland,GTX Basic,GTX,550,Bioplex,medical,United States,1016,326.82,Won,25-07-2017,26-07-2017,491
59SUBXGP,Anna Snelling,MG Special,MG,55,Streethex,retail,Belgium,1165,1376.8,Won,26-07-2017,02-12-2017,53
TFL3C3JS,Cassey Cress,GTX Plus Pro,GTX,5482,Initech,telecommunications,United States,20275,6395.05,Won,26-07-2017,27-09-2017,5228
EM3NYEYC,Cecily Lampkin,GTX Plus Pro,GTX,5482,Domzoom,entertainment,United States,551,217.87,Lost,26-07-2017,31-07-2017,0
KPFV2AAL,Darcel Schlecht,GTX Pro,GTX,4821,Streethex,retail,Belgium,1165,1376.8,Lost,26-07-2017,17-11-2017,0
V2JOV5MF,Darcel Schlecht,GTX Pro,GTX,4821,Domzoom,entertainment,United States,551,217.87,Won,26-07-2017,27-07-2017,4677
DEVXF86R,Donn Cantrell,GTX Plus Basic,GTX,1096,Acme Corporation,technolgy,United States,2822,1100.04,Lost,26-07-2017,29-09-2017,0
VA9AGU75,Donn Cantrell,GTX Pro,GTX,4821,Kan-code,software,United States,34288,11698.03,Lost,26-07-2017,26-09-2017,0
0MKW8IPC,Donn Cantrell,GTX Basic,GTX,550,Xx-zobam,entertainment,United States,8274,3838.39,Won,26-07-2017,28-07-2017,554
P8P9MKJL,Gladys Colclough,GTX Plus Pro,GTX,5482,dambase,marketing,United States,2928,2173.98,Won,26-07-2017,23-09-2017,5548
S7PY8R2V,Gladys Colclough,MG Advanced,MG,3393,Funholding,finance,United States,7227,2819.5,Won,26-07-2017,28-07-2017,3809
75WYC9TY,Jonathan Berthelot,GTX Basic,GTX,550,Globex Corporation,technolgy,Norway,2497,1223.72,Lost,26-07-2017,30-07-2017,0
CEWDZ3ZD,Kary Hendrixson,MG Special,MG,55,Scotfind,software,United States,16780,6354.87,Won,26-07-2017,10-08-2017,53
F56MSU4B,Lajuana Vencill,MG Advanced,MG,3393,Betatech,medical,Kenya,1185,647.18,Lost,26-07-2017,30-07-2017,0
BR18O9U1,Marty Freudenburg,GTX Plus Basic,GTX,1096,Ron-tech,medical,United States,6837,3922.42,Won,26-07-2017,28-07-2017,1044
88CM27UB,Maureen Marcano,GTX Pro,GTX,4821,Kan-code,software,United States,34288,11698.03,Lost,26-07-2017,30-07-2017,0
BE0RAJF5,Vicki Laflamme,GTX Pro,GTX,4821,Faxquote,telecommunications,United States,5595,1825.82,Lost,26-07-2017,06-08-2017,0
KO7UWLAU,Wilburn Farren,MG Advanced,MG,3393,Xx-zobam,entertainment,United States,8274,3838.39,Won,26-07-2017,28-07-2017,3596
4SJGBWQL,Zane Levy,GTX Plus Basic,GTX,1096,Hottechi,technolgy,Korea,16499,8170.38,Lost,26-07-2017,27-07-2017,0
AWFSNZ2U,Zane Levy,GTX Plus Basic,GTX,1096,Singletechno,retail,United States,5374,2214.94,Won,26-07-2017,01-12-2017,1091
S3E48VE0,Zane Levy,GTX Pro,GTX,4821,Plexzap,retail,United States,4874,2437.85,Won,26-07-2017,26-09-2017,6000
SCR1IKLQ,Anna Snelling,GTX Plus Pro,GTX,5482,Bioholding,medical,Philipines,1356,587.34,Won,27-07-2017,29-07-2017,5068
IF8PILJR,Anna Snelling,MG Special,MG,55,Globex Corporation,technolgy,Norway,2497,1223.72,Won,27-07-2017,29-07-2017,46
2K52EH11,Cassey Cress,MG Advanced,MG,3393,Vehement Capital Partners,finance,United States,883,646.1,Lost,27-07-2017,12-12-2017,0
HTY5G7DI,Cecily Lampkin,MG Advanced,MG,3393,Scottech,marketing,United States,100,45.39,Won,27-07-2017,02-08-2017,3025
TX88GTDE,Corliss Cosme,GTX Plus Basic,GTX,1096,Donware,marketing,United States,2570,1197.44,Lost,27-07-2017,29-07-2017,0
